"filename", "language", "TypeScript", "comment", "blank", "total"
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\models\types\user_details.type.ts", "TypeScript", 18, 0, 1, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\users.controller.ts", "TypeScript", 16, 0, 5, 21
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\users.module.ts", "TypeScript", 12, 0, 3, 15
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\users.service.ts", "TypeScript", 54, 0, 11, 65
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\app.module.ts", "TypeScript", 66, 1, 7, 74
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\auth.controller.ts", "TypeScript", 56, 0, 8, 64
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\auth.module.ts", "TypeScript", 11, 0, 2, 13
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\auth.service.ts", "TypeScript", 108, 0, 23, 131
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\decorators\public.decorator.ts", "TypeScript", 3, 0, 1, 4
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\decorators\role.decorator.ts", "TypeScript", 4, 0, 1, 5
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\decorators\status.decorator.ts", "TypeScript", 4, 0, 1, 5
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\dtos\auth.signin.DTO.ts", "TypeScript", 19, 0, 7, 26
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\dtos\auth.signup.DTO.ts", "TypeScript", 28, 0, 9, 37
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\enums\role.enum.ts", "TypeScript", 5, 0, 0, 5
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\errors\incorrect_credentials.error.ts", "TypeScript", 6, 3, 3, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\errors\incorrect_otp_code.error.ts", "TypeScript", 6, 3, 3, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\errors\user_already_exists.error.ts", "TypeScript", 6, 3, 3, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\gaurds\auth.guard.ts", "TypeScript", 54, 0, 18, 72
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\gaurds\roles.gaurd.ts", "TypeScript", 24, 0, 10, 34
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\types\jwt-data.type.ts", "TypeScript", 3, 0, 1, 4
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\types\password_reset_req.type.ts", "TypeScript", 1, 0, 0, 1
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\errors\not_autherized.error.ts", "TypeScript", 7, 3, 2, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\errors\not_found.error.ts", "TypeScript", 7, 3, 2, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\extensions\string.extensions.ts", "TypeScript", 9, 0, 3, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\filters\error.filter.ts", "TypeScript", 47, 0, 11, 58
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\helper\mongoose_middleware.helper.ts", "TypeScript", 32, 0, 2, 34
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\master.module.ts", "TypeScript", 35, 0, 10, 45
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\dtos\error.dto.ts", "TypeScript", 22, 0, 2, 24
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\dtos\return_type.dto.ts", "TypeScript", 3, 0, 0, 3
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\dtos\status.dto.ts", "TypeScript", 3, 0, 0, 3
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\errors\custom.error.ts", "TypeScript", 11, 0, 3, 14
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\schema\review_sum.schema.ts", "TypeScript", 7, 0, 1, 8
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\services\mail\emailing-service.ts", "TypeScript", 14, 0, 6, 20
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\main.ts", "TypeScript", 23, 0, 19, 42
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\routes.ts", "TypeScript", 8, 0, 1, 9
"Total", "-", 2163, 20, 399, 2582
